id,Tweet,Date,sentiment_score,sentiment
1542249345927479301,elevy fails politrickcians blame everyone resistance shown face citizens term plot rip livelihood clearly govt appreciate main message sent ghanaian longer trusts,2022-06-29 20:51:12+00:00,1,Very Negative
1542249344769867780,government make merchant people pay elevy ego bi paaaa,2022-06-29 20:51:12+00:00,1,Very Negative
1542248788190019586,yasmenah_gh sulemana refused drop elevythey refused scrap sanitation levy petroleum productsthey refused remove price stabilisation levy petroleum productsthey refused stop sharing achimota forest land foreverall cry ordinary ghanaian,2022-06-29 20:48:59+00:00,1,Very Negative
1542248614852018176,flavamatik merchant accounts would paying elevy thats means,2022-06-29 20:48:18+00:00,1,Very Negative
1542247759989940224,gra charge elevy merchant sims st july gyaigyimii tv3_ghana cititvgh cypux,2022-06-29 20:44:54+00:00,5,Very Positive
1542246168528388098,elevy phase merchant numbers going pay elevy starting st july,2022-06-29 20:38:34+00:00,1,Very Negative
1542234369817038853,apparently elevy part merchant numbers going paybeginning st julyamazinghaha,2022-06-29 19:51:41+00:00,1,Very Negative
1542223254647103491,tell ghanaians truth mismanaged funds cant sack family members chose elevy imf cant failed,2022-06-29 19:07:31+00:00,1,Very Negative
1542220584817410049,phase elevy,2022-06-29 18:56:55+00:00,4,Positive
1542216004239073283,adomotchere hahaha use elevy money buy new ones ghana plenty money,2022-06-29 18:38:43+00:00,5,Very Positive
1542211765295087616,dushie7 go vendor send elevy charges,2022-06-29 18:21:52+00:00,1,Very Negative
1542211512621826048,_owurakuampofo gather elevy money,2022-06-29 18:20:52+00:00,1,Very Negative
1542211359785598976,abenasikagh elevy charges want come person,2022-06-29 18:20:15+00:00,5,Very Positive
1542211062111551489,thenanaaba wall jericho knowing e jericho dey stand elevy,2022-06-29 18:19:04+00:00,1,Very Negative
1542210023224385536,woye1 day protest ghana arise group hike cost petrol elevy policy introduced akuffo addo government approval sought protest police,2022-06-29 18:14:57+00:00,1,Very Negative
1542206715042889728,kabu_xiv bigdarl show boy dems need elevy imf solid odds,2022-06-29 18:01:48+00:00,5,Very Positive
1542206272862359555,abenamagis think elevy figures one may june typically doesnt define whether fiasco takes year determine whether proceeds match expected projections hence comparing cathedral sit well,2022-06-29 18:00:02+00:00,3,Neutrial
1542203320156184578,gideonopokuagy1 gabbydarko ghanaians afraid pay taxes unpatriotic theyve paying taxes time except inpower elites pay next nothing even head porters pay levies wrong elevy proven revenue outcomes,2022-06-29 17:48:18+00:00,1,Very Negative
1542200379726864384,efo_phil ghana di33 sake elevy nti dey see blue sky,2022-06-29 17:36:37+00:00,5,Very Positive
1542200174025523203,kweku_traveler reshadrahman_ gerardromero money momo account ooo buh dey fear elevy,2022-06-29 17:35:48+00:00,1,Very Negative
1542199994534354944,need ghana card ooo wise calls text data elevy,2022-06-29 17:35:06+00:00,5,Very Positive
1542198565510029312,thatesselguy pray nana place elevy space,2022-06-29 17:29:25+00:00,1,Very Negative
1542197794072559616,npp_gh party never survive elevy cathedral next elections aint way aint fukken way,2022-06-29 17:26:21+00:00,1,Very Negative
1542196287763800065,thenanaaba dem dey come build national cathedral naw elevy,2022-06-29 17:20:22+00:00,1,Very Negative
1542194103533838338,paid elevy im sick,2022-06-29 17:11:41+00:00,5,Very Positive
1542191446396207105,fannohdompreh people like living luxurious lifestyle whiles rest us suffer govt steal money form elevy,2022-06-29 17:01:08+00:00,1,Very Negative
1542187698605146114,lewan_____ msquare947 kofijamar sacrefilms one pay elevy,2022-06-29 16:46:14+00:00,1,Very Negative
1542179815486267401,gabbydarko ghanaians hate elevy,2022-06-29 16:14:54+00:00,1,Very Negative
1542178733297213441,tv3_ghana elevy alone cancars ghana card obnoxious taxes,2022-06-29 16:10:36+00:00,1,Very Negative
1542176691497451522,herh charlie formation real ooooo pains accra elevy fixthecountry go oppong nkrumah,2022-06-29 16:02:30+00:00,5,Very Positive
1542174681947586561,arise ghana demo call finance ministry cancel elevy siphoning income ghanaians bernard mornah member arise ghana thepulse,2022-06-29 15:54:31+00:00,1,Very Negative
1542167819168714754,ace_jose0 barcauniversal gerardromero elevy money ghana,2022-06-29 15:27:14+00:00,5,Very Positive
1542162903708717057,gyaigyimii elevy come stay,2022-06-29 15:07:42+00:00,5,Very Positive
1542148966162354176,briljoseph1 bro dont elevy wouldnt passed overwhelming majority ghanaians showed revenue collected,2022-06-29 14:12:19+00:00,1,Very Negative
1542148713296060416,passing elevy going imf possibilityghana news elevy economy imf tv3 joynews joyfm utvghana,2022-06-29 14:11:19+00:00,1,Very Negative
1542147699713122307,elevy didnt live expectations ghana news elevy economy imf tv3 joynews joyfm utvghana,2022-06-29 14:07:17+00:00,1,Very Negative
1542141495465107467,wode_maya tell likes ndc amp npp weve men elevy yesterday problematic fuel deer theyre lost yet amp still vote dem sick people deserve whatever find ndc today amp npp tomorrow mother ghana asem oh,2022-06-29 13:42:38+00:00,1,Very Negative
1542135987282771970,pulseghana elevy couldnt fix country economic problem predicted countrys economic try error sure economic professor expert ghana even schooling ghana anyway cant even demonstrate lecture oh gh,2022-06-29 13:20:45+00:00,1,Very Negative
1542134331858190337,davidayine1 albertnyaaba13 albertayinpoya ayabamillicent ayabillajoel great shall hear presidential jet fuelfood prices national cathedral elevy,2022-06-29 13:14:10+00:00,5,Very Positive
1542132688471166978,celebrating birthday called close friends family time demonstration called wisely fixthecountry elevy bernard mornah kumasi,2022-06-29 13:07:39+00:00,5,Very Positive
1542130161541423106,tindam_ bawumia main person brought elevythe whole idea elevy brought bawumiathis shouldnt rocket science,2022-06-29 12:57:36+00:00,1,Very Negative
1542124149363118081,want charge elevy merchant sims ei wow,2022-06-29 12:33:43+00:00,5,Very Positive
1542118268877561856,new elevy move gog saying want grow industry implementing policies kill industry,2022-06-29 12:10:21+00:00,1,Very Negative
1542113230788743168,kwakuasanteb nothing wrong haruna idrissu said hes happy govt failed accrue expected revenue elevy like us opposed govt thats insenstive doesnt listen citizens,2022-06-29 11:50:19+00:00,1,Very Negative
1542112066676432901,dear people ghana unite demand discipline servants pay serve us treating us slavesjoinfollow unitedtofixunitedtofixarise ghana mbanks133 dkbghana oyeoshikaeta bigdaddycee7 lydiaforson hughes_onair elevy,2022-06-29 11:45:42+00:00,5,Very Positive
1542094375521492992,government dey see us enemies merchant line u want collect elevy,2022-06-29 10:35:24+00:00,1,Very Negative
1542092358673747969,ruddy_360 ndc dis agree passing elevy passed illegally blame elephant party,2022-06-29 10:27:23+00:00,1,Very Negative
1542088912272855042,akkuffo addo confused cancelled toll booth another huge source ghanas revenue rather brought elevy raising revenue hmm nana kafra sannu,2022-06-29 10:13:41+00:00,1,Very Negative
1542087611455623170,im troski rn amp lady supposed send somebody money said shed let dispatch bring money person shed deducted elevy sends via momo,2022-06-29 10:08:31+00:00,1,Very Negative
1542085664698781697,bjustiro im comfortable babawe dey bleed quiet matter demonstrations u embark top wont listenwhat noise didnt make elevy sim card registration allthey find remedy instead,2022-06-29 10:00:47+00:00,1,Very Negative
1542084461055156225,fool pay elevy tbvh,2022-06-29 09:56:00+00:00,1,Very Negative
1542083135693025280,obama_ nizaarkinsella glongari charlie na money elevy dey reach,2022-06-29 09:50:44+00:00,1,Very Negative
1542082880389758977,joynewsontv whats evidence pointing claim sure one schemes divert elevy funds pockets gabby otchere darko one making pronouncement,2022-06-29 09:49:43+00:00,1,Very Negative
1542080244655570944,fool pay elevyimfloading,2022-06-29 09:39:15+00:00,1,Very Negative
1542079094250143746,ghanaian teachers say dont money politicians close toll booths name kwashiorkor elevy gnat chairman christian adinkra fmsunrise,2022-06-29 09:34:41+00:00,1,Very Negative
1542076798174912512,itzyourboyjd aksulleyman seimah92 surgyan35 least wont bathing sky slay queens us taxed name elevy,2022-06-29 09:25:33+00:00,1,Very Negative
1542075283083231234,vanessaeboateng research work elevy thesis interviewing people u mind interview u subject,2022-06-29 09:19:32+00:00,4,Positive
1542074487956455427,believe elevy implemented well generate revenue collins adomako goodmorningghana,2022-06-29 09:16:22+00:00,5,Very Positive
1542073760202854401,gra charge elevy merchant sims st july lol,2022-06-29 09:13:29+00:00,5,Very Positive
1542071935693111297,ndc amp npp kill stealing amp racketeering resources people ghana unleashing senseless violence parliament still pass elevy together citinewsroom fixthecountry efl citicbs,2022-06-29 09:06:14+00:00,1,Very Negative
1542071608310992896,joy997fm soon blame citizens failure said dont want elevy,2022-06-29 09:04:56+00:00,1,Very Negative
1542066234862309378,joy997fm joysms stable promises made believe elevy salvation dollar fuel stable lied,2022-06-29 08:43:35+00:00,5,Very Positive
1542063964460388353,justicea83 wait oooo take taxes levies still implemented elevy god punish npp government,2022-06-29 08:34:33+00:00,1,Very Negative
1542058162299326465,journos country objective enough amp stop disturbing ears elevy data sentiment mr gabbyand whats preventing media tracking data gra reportage amp accountability enough yellow journalism amp get work,2022-06-29 08:11:30+00:00,1,Very Negative
1542057906312552449,kwadwosheldon nana addo u plzzz increase elevy coz need fix gis broken arm,2022-06-29 08:10:29+00:00,1,Very Negative
1542053643955982337,data amp science locked us covid2 elevy passage finding recommended it3 govt whose veep say data possessed ignored kept mute amp watched levy passed convenience ur disrespect data bother mejoysms,2022-06-29 07:53:33+00:00,1,Very Negative
1542047240658853888,nakufoaddo elevy ghana people start dey smile oo something nana,2022-06-29 07:28:06+00:00,1,Very Negative
1542046183572606976,citi973 caution didnt experts give prior implementation finance ministry led yale trained minister treat volumes transactions value transactions use project revenues citicbs elevy,2022-06-29 07:23:54+00:00,3,Neutrial
1542045356229263360,overtoyough rt paakofisinatra guys open eyes otchere darko finance minister elevy money good want plant idea meeting target conveniently loot share goro boy tactics old scho,2022-06-29 07:20:37+00:00,3,Neutrial
1542044068406087680,gabbydarko ever seen rationale person reject good deal david adjaye would rejected cathedral contract wasnt good one elevy bad deal poorly conceived hastily implemented results bleeding bad tax,2022-06-29 07:15:30+00:00,1,Very Negative
1542043807025438720,paakofisinatra guys open eyes otchere darko finance minister elevy money good want plant idea meeting target conveniently loot share goro boy tactics old school wor,2022-06-29 07:14:28+00:00,4,Positive
1542043142769328128,hungry yet want us pay elevy,2022-06-29 07:11:49+00:00,4,Positive
1542042278360924165,songhaiadvisory comments ghana ruling party eminence grise gabby otcheredarko potentially significant suggests elevy delivered expected revenue thus far adding principle opposed imf programme,2022-06-29 07:08:23+00:00,1,Very Negative
1542036418637271041,chief executive letshego savings loans arnold parker told joy business customers shying away system order avoid payment elevy joysms,2022-06-29 06:45:06+00:00,1,Very Negative
1542034715795914753,comments ghana ruling party eminence grise gabby otcheredarko potentially significant suggests elevy delivered expected revenue thus far adding principle opposed imf programme,2022-06-29 06:38:20+00:00,1,Very Negative
1542034697936568321,officialsilasmd god mercy us paying addition elevy u imagine complaining elevy meeting expectation,2022-06-29 06:38:16+00:00,1,Very Negative
1542032162156855298,flobabes_ __klenam support elevy time cant risk holding huge sums money dont want make electronic payments understanding elevy tax government takes electronic transactions made cedis,2022-06-29 06:28:11+00:00,1,Very Negative
1542031436957552640,nene_larbi __klenam oooh ghana aden dont mind explain elevy explain side take,2022-06-29 06:25:18+00:00,1,Very Negative
1542028625679114242,joy997fm must reverse elevy charges back citizens immediately,2022-06-29 06:14:08+00:00,1,Very Negative
1542025692795346944,telling us oh elevy didnt get anything ooh condition mind believe getting anything boom deduct portion tell us got gh,2022-06-29 06:02:29+00:00,1,Very Negative
1542021926754951168,sark popular elevy parliament,2022-06-29 05:47:31+00:00,4,Positive
1542013713250754561,kennethiam1 kwabena_ek justicea83 gyaigyimii taking charges improvement seen nation apart seeing wicked politicians creatinglooting sharingupon even called elevy used,2022-06-29 05:14:53+00:00,1,Very Negative
1542000414660431877,nikkirubylina evil spirit elevy,2022-06-29 04:22:02+00:00,5,Very Positive
1541999469306183680,francisbuahin gabbydarko tax tax one easily identified intellectual scam people less favor defend may ask elevy right forget developments state ways,2022-06-29 04:18:17+00:00,1,Very Negative
1541998966367297536,pulseghana ah elevy wts couldnt magic anaa,2022-06-29 04:16:17+00:00,1,Very Negative
1541992175747072002,want elevy scrappedariseghanademo ariseghanaprotest ariseghana saveghananow,2022-06-29 03:49:18+00:00,1,Very Negative
1541975390293557248,theghanaweb people asking legitimate questions everything elevy life saving machinenow machine quite weaker presumed way moving forwardfinance minister said many ways imf never option,2022-06-29 02:42:36+00:00,1,Very Negative
1541974321945526275,danyorex magnusbrobbey influence price fuel government increased tax fuel caused recent increase fuel prices elevy necessary becos country went high nonbudgeted expenditure covid low internal funds,2022-06-29 02:38:21+00:00,1,Very Negative
1541971069246099456,ghanapresidency nakufoaddo mbawumia mahama others road obviously tar goodluck elevy,2022-06-29 02:25:26+00:00,1,Very Negative
1541969468129165313,funny thought elevy jesus taxes na elevy,2022-06-29 02:19:04+00:00,1,Very Negative
1541955709503422465,hello elevy speak imf,2022-06-29 01:24:23+00:00,5,Very Positive
1541944187926577152,bukarijoel words total amount sent day ghs pay elevy please share number incident date enable us check assist thank youjeremy,2022-06-29 00:38:36+00:00,1,Very Negative
1541943606294061056,bukarijoel levy applied value amount transfer ghs daily basis one hundred ghana cedis ghs day cumulative transfer elevy applied words total amount sent day ghs wi,2022-06-29 00:36:18+00:00,1,Very Negative
1541929554910105600,therealackom respectfullyno one misbehaving constitutional right demonstrate isnt right time defend npp im person going hardship clueless nana addo government wont happy elevy abolished arise ghana demo npp mb,2022-06-28 23:40:28+00:00,1,Very Negative
1541926716125372416,gabbydarko testing waters first posting twitter page ghana member imf later tweeted elevy contributing estimated government revenues ask think ghana heading towards imf,2022-06-28 23:29:11+00:00,1,Very Negative
1541925785774211077,gabbydarko strategy chop elevy money nonsense,2022-06-28 23:25:29+00:00,1,Very Negative
1541918133405073409,generally good space regards elevy konkrumah goodeveningghana,2022-06-28 22:55:05+00:00,4,Positive
1541917247563857920,icebar_chops gabbydarko hahahahahahaha type tax elevy using momo anymore form resistance anaa,2022-06-28 22:51:33+00:00,4,Positive
1541910404791771137,like elevy seemingly ending like pds,2022-06-28 22:24:22+00:00,2,Negative
1541909256710111232,elevy scam,2022-06-28 22:19:48+00:00,1,Very Negative
1541905326513033217,joy997fm price pay isnt elevy rather good management good governance eschewing extravagant lifestyle executive body wrongful undeserved payment wages cabinet members cronies corruption etc,2022-06-28 22:04:11+00:00,2,Negative
1541899870600052737,_dykz justicea83 focusing elevy rather neglected something gone ages besides legal,2022-06-28 21:42:30+00:00,3,Neutrial
1541899267874463745,gabbydarko implementation measures government banking raise stated estimated amount far thatafter projected plans income majority insisted gained elevy work put effort beginning,2022-06-28 21:40:07+00:00,1,Very Negative
1541892500939587596,kwesiaryee gabbydarko rydii err unless define rich person ghana someone cedis oo else forget elevy thing even cedis definition rich citizen well still dodge,2022-06-28 21:13:13+00:00,1,Very Negative
1541890152813010946,daughterprotect berlamundi business partners asked elevy bankers said way evade payment went wake morning realize ghc deducted elevy went nuts followed bank fury bankers,2022-06-28 21:03:54+00:00,1,Very Negative
1541889579724177408,daughterprotect berlamundi imported anything country dealt directly factories ship goods type transaction done bankers elevy started wanted pay goods brought asked bank wired transfer,2022-06-28 21:01:37+00:00,1,Very Negative
1541887861162639360,gabbydarko bossu go sleep somewhere pay elevy mtchewww,2022-06-28 20:54:47+00:00,1,Very Negative
1541887690462879746,eric_amidu daughterprotect berlamundi ur dumb mind elevy affects momo electronic transaction tax affects electronic transactions banksbe humble learn talk things know nothing,2022-06-28 20:54:06+00:00,1,Very Negative
1541881688007090176,_giselaamponsah go charge elevy transactions,2022-06-28 20:30:15+00:00,5,Very Positive
1541878512109371392,hearingwe couldnt achieve elevy mmm almighty elevy miracle elevysupposed elevy redeem us going imf u turn woyoo wahala sleep trouble wake,2022-06-28 20:17:38+00:00,1,Very Negative
1541876809440133120,harry_specter yeah real mr elevy fight oooo become harbinger someday,2022-06-28 20:10:52+00:00,5,Very Positive
1541871432291983360,mr_kay16 justicea83 himand paying taxes could avoid elevy wouldnt avoid,2022-06-28 19:49:30+00:00,1,Very Negative
1541871202695872514,arabeemzz na boaengage bankers amp pay critical attention unbiased opinion sectorthat aside huge spend youll shocked know less progress made recovering locked amounts last line elevy least said better,2022-06-28 19:48:35+00:00,1,Very Negative
1541869611238522883,gabbydarko much elevy u pay far,2022-06-28 19:42:16+00:00,2,Negative
1541868700223029248,elevy want take country imf howwhy,2022-06-28 19:38:39+00:00,1,Very Negative
1541867044869754883,gabbydarko elevy bad tax careless tax well room shamble economy like,2022-06-28 19:32:04+00:00,1,Very Negative
1541865973829042176,sucessmany magnusbrobbey country many times fuel increased recently started elevy tax blind country guess,2022-06-28 19:27:49+00:00,1,Very Negative
1541865666407432193,sucessmany reason one pay cedis one laptop us pay elevy masa even cost price going still america still better us go bed,2022-06-28 19:26:36+00:00,1,Very Negative
1541864265862316034,gabbydarko whatever case politics way around elevy passed hello boss mentor change economy suffering maybe suffering eying pm position someday anyways country broke fix,2022-06-28 19:21:02+00:00,1,Very Negative
1541861386237743104,wait elevy charged transactions less gh100 tf going,2022-06-28 19:09:35+00:00,1,Very Negative
1541859814589988864,said war nakufoaddo government done use elevy wisely see leaders fooling much lets come together make peaceful demo weaintstoppingariseghanademo bongo afia schwarzenegger sarkodiefeatures,2022-06-28 19:03:20+00:00,1,Very Negative
1541857974616039429,elevy dey fit anything di3 dem give refund ooo hmmm,2022-06-28 18:56:02+00:00,1,Very Negative
1541857783158562818,gabbydarko youre looking blame didnt brother ken say town hall meetings made ghanaians accept elevy guys dier guess cant take responsibility anything goes wrong abi,2022-06-28 18:55:16+00:00,1,Very Negative
1541857607530471432,ghanaians really show akuffo addo dem go pay elevy,2022-06-28 18:54:34+00:00,1,Very Negative
1541857115828092931,gabbydarko insensitive government never listened plight ordinary citizens aided old dying sc judges pass robbery elevy still dont wan na accept ghanaians dont want finding someone bly guys aint serious,2022-06-28 18:52:37+00:00,1,Very Negative
1541855429797580802,dey resist elevy resist loud louder force fall imf programme imf programme like told shit managing things micromanaged bring order things like expenditure,2022-06-28 18:45:55+00:00,1,Very Negative
1541854966436044801,manasseh_azure hope measure worth ghanaians since told elevy affect rich mean handful ghanaians rich people teaching people avoid sending ghc100 many u,2022-06-28 18:44:04+00:00,1,Very Negative
1541852728925851650,complaint elevy current form isnt yielding enough going result either increment percentage inclusion currently excluded exemptions imf talk npp gong beaters attempt setting egenda,2022-06-28 18:35:11+00:00,1,Very Negative
1541847343837872128,fremaakua1 oyango27 true monkey hair monkey akufo doesnt resemblance alli support pesewas elevy bullion cathedrals,2022-06-28 18:13:47+00:00,1,Very Negative
1541846171085332481,joynewsontv reduce elevy charge see traction,2022-06-28 18:09:07+00:00,3,Neutrial
1541844755675549697,gabbydarko rather unfortunate ordinary ghanaian wants goodies earth wouldnt want pay tax suggest elevy foreign remittances help generate enough revenue,2022-06-28 18:03:30+00:00,2,Negative
1541843395727032320,gabbydarko one question also ask ghanaians dont want pay taxes government lacks accountability recklessness much frankly speaking much possible avoid elevy,2022-06-28 17:58:06+00:00,1,Very Negative
1541841132161736707,called national security chased place work gyimie nti whatever reason youre still supporting folly state instigated unprofessionalism people paid collective taxes nuisance elevyariseghanademo,2022-06-28 17:49:06+00:00,1,Very Negative
1541840301383458816,sbipembi thats think pay elevy,2022-06-28 17:45:48+00:00,1,Very Negative
1541839117516001281,paid elevy thing pain pass anything herhrn pay total dema last,2022-06-28 17:41:06+00:00,1,Very Negative
1541838067937558530,akosuah_t lie finance minister planned elevy ghanaians swerved complaining,2022-06-28 17:36:56+00:00,1,Very Negative
1541837895044157444,apumavlogs211 leaders demma daughters sons nu maybe elevy dey affect wat fuel increase sef children feel live everyday u coward aa dey ur corner pray ground stop telling stories ariseghana,2022-06-28 17:36:14+00:00,1,Very Negative
1541836035222544385,gabbydarko guys cant take responsibility anything world people profess like paying tax mention one country world elevy illconceived illimplemented stop blaming ghanaians look ways fix mess youve created,2022-06-28 17:28:51+00:00,1,Very Negative
1541835806645551104,people steal wana money fini dey tell sey elevy promising enough,2022-06-28 17:27:56+00:00,1,Very Negative
1541835190926036992,gabbydarko used consider transactions due statement government wont get dime rather spend money transportation bank risk thieves stealing pay gh elevy,2022-06-28 17:25:30+00:00,1,Very Negative
1541833058814271493,berlamundi oo berla fee irritates till date colleagues work stopped electronic transactions due ordeal hope take second look still pushing electronic transactions without elevy,2022-06-28 17:17:01+00:00,1,Very Negative
1541831514450796546,elevy criminal cancel ariseghanaprotest savingghananow,2022-06-28 17:10:53+00:00,1,Very Negative
1541831098912604162,get good laptop repairer works gaming machines highend laptopssheldon hajia obaa spot arise ghana afia schwarzenegger liquorose bongo class ken ofori npp sarkodiefeatures elevy fixthecountry ariseghana,2022-06-28 17:09:14+00:00,4,Positive
1541830978792001536,pickpocket government elevy illegal ariseghanaprotest savingghananow,2022-06-28 17:08:45+00:00,1,Very Negative
1541830925151047682,repeal obnoxious elevy act ariseghanaprotest savingghananow,2022-06-28 17:08:33+00:00,1,Very Negative
1541830458761166852,y979fm guys open eyes otchere darko finance minister elevy money good want plant idea meeting target conveniently loot share goro boy tactics old school working ghanaians,2022-06-28 17:06:41+00:00,5,Very Positive
1541829294095273988,happy byforce elevy failing,2022-06-28 17:02:04+00:00,3,Neutrial
1541828993091002369,cocoatea57 wont opana make us elevy wei,2022-06-28 17:00:52+00:00,3,Neutrial
1541824783536504832,report getting estimated revenue elevy forget could mobilize enough funds article strip adjusted ghanaians suffering see exgratia,2022-06-28 16:44:08+00:00,1,Very Negative
1541824740222017540,lydiaforson country isnt broke come tell us joke hide steal come tell us elevy isnt generating enough revenue without data gra finance ministry know ghanaians well tell us anything swallow,2022-06-28 16:43:58+00:00,1,Very Negative
1541824338982215681,elevy far payment dey go,2022-06-28 16:42:22+00:00,3,Neutrial
1541823049871368197,bridget_otoo nakufoaddo nana addo afraid demonstrators come estimated elevy money,2022-06-28 16:37:15+00:00,1,Very Negative
1541823015477993480,pickpocket government elevy illegal ariseghanaprotest savingghananow,2022-06-28 16:37:07+00:00,1,Very Negative
1541822945282199554,repeal obnoxious elevy act ariseghanaprotest savingghananow,2022-06-28 16:36:50+00:00,1,Very Negative
1541821599543922689,elevy criminal cancel ariseghanaprotest savingghananow,2022-06-28 16:31:29+00:00,1,Very Negative
1541820170468962306,gabbydarko annoying man world useless grammar u kp using cause plms today u nothing say pls let us n kp six yrs govt n stilli sent n guess elevy deduction still unemployed till today,2022-06-28 16:25:48+00:00,1,Very Negative
1541820139343069184,gabbydarko estimated target bad never thing attributed elevy elevy enemies free shs good thing ghana,2022-06-28 16:25:41+00:00,1,Very Negative
1541818394546159617,seems ghana media stations back either ndc npp funny enough arise ghana vrs ghana police bongo elevy jackie appiah shatta wale,2022-06-28 16:18:45+00:00,1,Very Negative
1541818387738906626,ever since elevy demonic introduced never done transactions bcos ready ever pay wicked levy big stomach greedy family friends waste,2022-06-28 16:18:43+00:00,1,Very Negative
1541816861150613505,gabbydarko youtube elevy scam baba people really dey listen period,2022-06-28 16:12:39+00:00,1,Very Negative
1541816698340261889,ghana media stop giving gabby audience finance minister prime minister stop running statements owes ghana lot money focus elevy making money dont told otherwise want loot open eyes,2022-06-28 16:12:01+00:00,1,Very Negative
1541816353992089600,mr_gbikpo cash please elevy side,2022-06-28 16:10:39+00:00,1,Very Negative
1541815594877698051,elevy criminal cancel ariseghanaprotest savingghananow,2022-06-28 16:07:38+00:00,1,Very Negative
1541815558496198656,lets talk elevy thing workinghow much earnhow much savewhen youre done answering questions ans much transactthats talk eelevy arise ghana,2022-06-28 16:07:29+00:00,1,Very Negative
1541813212559163403,gabbydarko twitter complaining low revenues compared countries yet still u using borrowed money build cathedral ghanaians never asked like elevy stop trying force things throats,2022-06-28 15:58:10+00:00,1,Very Negative
1541812850091491331,zekaytweets trying deceive uselevy isnt workingthey give us account money fardigital thieves,2022-06-28 15:56:43+00:00,1,Very Negative
1541811881031204864,elevy criminal cancel ariseghanaprotest savingghananow,2022-06-28 15:52:52+00:00,1,Very Negative
1541811446132121601,repeal obnoxious elevy act ariseghanaprotest savingghananow,2022-06-28 15:51:08+00:00,1,Very Negative
1541810497389039617,pickpocket government elevy illegal ariseghanaprotest savingghananow,2022-06-28 15:47:22+00:00,1,Very Negative
1541810297723392001,repeal obnoxious elevy act ariseghanaprotest savingghananow,2022-06-28 15:46:35+00:00,1,Very Negative
1541808806199545856,pickpocket government elevy illegal ariseghanaprotest savingghananow,2022-06-28 15:40:39+00:00,1,Very Negative
1541808680366231553,repeal obnoxious elevy act ariseghanaprotest savingghananow,2022-06-28 15:40:09+00:00,1,Very Negative
1541807814527574017,government intends spend gh135bn total revenue cap gh122bn inclusive elevy elevy solve numerous challenges ariseghanaprotest savingghananow,2022-06-28 15:36:43+00:00,1,Very Negative
1541807756910510085,kofighozt elevy nu atc nsuo mu hence every morning govt official come house house take ghc,2022-06-28 15:36:29+00:00,1,Very Negative
1541807598764453893,repeal obnoxious elevy act ariseghanaprotest savingghananow,2022-06-28 15:35:51+00:00,1,Very Negative
1541807562986749952,elevy criminal cancel ariseghanaprotest savingghananow,2022-06-28 15:35:43+00:00,1,Very Negative
1541807391091589120,pickpocket government elevy illegal ariseghanaprotest savingghananow,2022-06-28 15:35:02+00:00,1,Very Negative
1541806902480445440,elevy criminal cancel ariseghanaprotest savingghananow,2022-06-28 15:33:05+00:00,1,Very Negative
1541806118795722756,pickpocket government elevy illegal ariseghanaprotest savingghananow,2022-06-28 15:29:58+00:00,1,Very Negative
1541806074814152705,repeal obnoxious elevy act ariseghanaprotest savingghananow,2022-06-28 15:29:48+00:00,1,Very Negative
1541805001722499072,elevy product organized crime syndicate ariseghanaprotest savingghananow,2022-06-28 15:25:32+00:00,5,Very Positive
1541804789683601409,taxation production elevy production guess scam ariseghanaprotest savingghananow,2022-06-28 15:24:41+00:00,1,Very Negative
1541804595680346113,momo business collapsing cancel elevy ariseghanaprotest savingghananow,2022-06-28 15:23:55+00:00,1,Very Negative
1541804530312122369,pickpocket government elevy illegal ariseghanaprotest savingghananow,2022-06-28 15:23:40+00:00,1,Very Negative
1541804431485845510,himselfice activistjoojo gyaigyimii even ndc politicians demands legitimate elevy helping cost fuel low cedi depreciating tell us benard mornah ndc,2022-06-28 15:23:16+00:00,1,Very Negative
1553530577445429249,thought saw desperation elevy push lewas whole different level,2022-07-30 23:58:47+00:00,1,Very Negative
1553529606229073921,digitalization drive elevy sim card blocking common sense johnniesbite tv3newday,2022-07-30 23:54:55+00:00,4,Positive
1553506993180221443,elevy projected ff pay nabco trainees pay teacher trainees construct roads build agenda build schools etcghanaians said policy pick pocket amp cant root admist crises govt saids must pay hook stubbornness,2022-07-30 22:25:04+00:00,1,Very Negative
1553502567790952450,saddickadams ghana economy even cant stand citizens wanting pay elevy,2022-07-30 22:07:29+00:00,1,Very Negative
1553501604229398533,government cancel elevy need moneyalso government block sim users havent linked ghana card sims simple maths doesnt add make make sense ghanacard elevy,2022-07-30 22:03:39+00:00,1,Very Negative
1553500651589668868,even sim cards active meeting half projected revenue agyenkwa elevy blocking di33 koraa wont getghanacard,2022-07-30 21:59:52+00:00,1,Very Negative
1553500586988945410,wondering government going increase elevy sim registration problem,2022-07-30 21:59:37+00:00,1,Very Negative
1553498402213793797,charge us elevy block sim cardsghanacard,2022-07-30 21:50:56+00:00,5,Very Positive
1553487994417455104,one strongest strategy devil get sin use moment elevy control life,2022-07-30 21:09:34+00:00,5,Very Positive
1553474085484634112,nsiaavena clueless directionless sector minister hurry cut revenue inflows government needs badly developmental projects government implemented new tax handle form elevy maximize revenue,2022-07-30 20:14:18+00:00,1,Very Negative
1553467265495998464,filthy_souls ursulaow samgeorgegh point theres nothing extend cant try anything different elevy stake,2022-07-30 19:47:12+00:00,1,Very Negative
1553464612967911424,government aware fact deactivating sim cards negatively affect elevy internal tax revenues kindly postpone,2022-07-30 19:36:40+00:00,1,Very Negative
